# airline	from	to	codeshare	stops	equipment
# Date: 2014-06-28
7H	ANC	HOM		0	BE1 DH8
7H	ANC	KSM		0	DH8
7H	ANC	UNK		0	DH8
7H	ANC	VDZ		0	DH8 BE1
7H	ANI	ANC		0	BE1 DH8
7H	ANI	CHU	*	0	CNA
7H	ANI	HCR	*	0	CNC
7H	ANI	KLG	*	0	CNA CNC
7H	ANI	RSH	*	0	CNA
7H	ANI	SHX	*	0	CNC
7H	ANV	HCR	*	0	CNC
7H	ANV	KGX	*	0	CNC
7H	ATK	AIN	*	0	CNC
7H	ATK	BRW	*	0	CNC
7H	ATT	BET	*	0	CNA
7H	AUK	EMK	*	0	CNA
7H	AUK	SXP	*	0	CNA
7H	BET	ANC		0	DH8
7H	BET	CYF	*	0	CNA
7H	BET	EEK	*	0	CNA
7H	BET	HPB	*	0	CNA
7H	BET	KKH	*	0	CNA
7H	BET	KLG	*	0	CNA CNC
7H	BET	KUK	*	0	CNA
7H	BET	KWK	*	0	CNA
7H	BET	KWN	*	0	CNA
7H	BET	KWT	*	0	CNA
7H	BET	MLL	*	0	CNA
7H	BET	NME	*	0	CNA CNC
7H	BET	OOK	*	0	CNA CNC
7H	BET	PQS	*	0	CNA
7H	BET	TLT	*	0	CNA
7H	BET	VAK	*	0	CNA
7H	BET	WTL	*	0	CNA
7H	BKC	DRG	*	0	CNC
7H	BKC	OTZ	*	0	CNC
7H	BRW	AIN	*	0	BE1 CNC
7H	BRW	ATK	*	0	CNC
7H	BRW	NUI	*	0	BE1
7H	BRW	PIZ	*	0	CNC BE1
7H	BTI	FYU	*	0	BE1
7H	BTI	SCC	*	0	BE1
7H	CDV	ANC		0	BE1
7H	CHU	CKD	*	0	CNA
7H	CKD	RDV	*	0	CNA
7H	CKD	SLQ	*	0	CNA
7H	CYF	BET	*	0	CNA
7H	CYF	KPN	*	0	CNA
7H	DRG	BKC	*	0	CNC
7H	DRG	OTZ	*	0	CNC
7H	EEK	KWN	*	0	CNA
7H	ELI	KKA	*	0	PAG
7H	ELI	OME	*	0	PAG
7H	EMK	AUK	*	0	CNA
7H	EMK	KOT	*	0	CNA
7H	ENA	ANC		0	BE1 DH8
7H	FAI	ANC		0	DH8 BE1
7H	FAI	FYU	*	0	BE1
7H	FAI	GAL		0	BE1
7H	FAI	GAL	*	0	BE1
7H	FAI	RBY	*	0	CNC
7H	FAI	SCC		0	DH8
7H	FYU	BTI	*	0	BE1
7H	FYU	FAI	*	0	BE1
7H	GAL	FAI		0	BE1
7H	GAL	FAI	*	0	BE1
7H	GAL	HSL	*	0	CNC
7H	GAL	KAL	*	0	CNC
7H	GAL	NUL	*	0	CNC BE1
7H	GAL	RBY	*	0	CNC
7H	GAM	OME	*	0	BE1
7H	GAM	SVA	*	0	BE1
7H	GLV	OME	*	0	PAG
7H	GLV	WMO	*	0	PAG
7H	HCR	ANI	*	0	CNC
7H	HCR	ANV	*	0	CNC
7H	HOM	ANC		0	BE1 DH8
7H	HPB	SCM	*	0	CNA
7H	HPB	VAK	*	0	CNA
7H	HSL	GAL	*	0	CNC
7H	HSL	KYU	*	0	CNC
7H	IAN	ORV	*	0	CNC
7H	IAN	OTZ	*	0	CNC
7H	KAL	GAL	*	0	CNC BE1
7H	KAL	NUL	*	0	CNC
7H	KGX	ANV	*	0	CNC
7H	KGX	SHX	*	0	CNC
7H	KKA	ELI	*	0	PAG
7H	KKA	SKK	*	0	PAG
7H	KKA	UNK	*	0	CNC
7H	KKH	BET	*	0	CNA
7H	KKH	KWK	*	0	CNA
7H	KKI	AKI	*	0	CNA
7H	KKI	KWT	*	0	CNA
7H	KLG	ANI	*	0	CNA CNC
7H	KLG	BET	*	0	CNA CNC
7H	KLG	RSH	*	0	CNA
7H	KOT	EMK	*	0	CNA
7H	KOT	KSM	*	0	CNA
7H	KOT	WBB	*	0	CNC
7H	KPN	BET	*	0	CNA
7H	KPN	CYF	*	0	CNA
7H	KSM	ANC		0	DH8
7H	KSM	KOT	*	0	CNA
7H	KSM	MOU	*	0	CNA
7H	KSM	SXP	*	0	CNA
7H	KTS	TLA	*	0	PAG
7H	KTS	WAA	*	0	PAG
7H	KUK	NUP	*	0	CNA
7H	KVL	OTZ	*	0	CNC
7H	KWK	BET	*	0	CNA
7H	KWK	KKH	*	0	CNA
7H	KWK	KPN	*	0	CNA
7H	KWN	BET	*	0	CNA
7H	KWN	TOG	*	0	CNA
7H	KWT	BET	*	0	CNA
7H	KWT	KKI	*	0	CNA
7H	KYU	GAL	*	0	CNC
7H	MLL	RSH	*	0	CNA
7H	MOU	KSM	*	0	CNA
7H	MOU	PQS	*	0	CNA
7H	MYU	BET	*	0	CNA CNC
7H	NME	OOK	*	0	CNA
7H	NME	TNK	*	0	CNC CNA
7H	NUI	BRW	*	0	BE1
7H	NUI	SCC	*	0	BE1
7H	NUL	GAL	*	0	CNC
7H	NUL	KAL	*	0	CNC BE1
7H	NUP	ATT	*	0	CNA
7H	OBU	ABL	*	0	CNC
7H	OBU	OTZ	*	0	CNC
7H	OME	ELI	*	0	PAG
7H	OME	GAM	*	0	BE1
7H	OME	GLV	*	0	PAG
7H	OME	KTS	*	0	PAG
7H	OME	SHH	*	0	PAG CNT
7H	OME	SKK	*	0	PAG
7H	OME	SVA	*	0	BE1
7H	OME	TLA	*	0	PAG
7H	OME	UNK	*	0	CNC
7H	OME	WAA	*	0	PAG
7H	OME	WBB	*	0	CNC
7H	OME	WMO	*	0	PAG
7H	OOK	MYU	*	0	CNC CNA
7H	OOK	TNK	*	0	CNA
7H	ORV	IAN	*	0	CNC
7H	ORV	OTZ	*	0	CNC
7H	OTZ	ABL	*	0	CNC
7H	OTZ	BKC	*	0	CNC
7H	OTZ	DRG	*	0	CNC
7H	OTZ	IAN	*	0	CNC
7H	OTZ	ORV	*	0	CNC
7H	OTZ	PHO	*	0	CNC
7H	OTZ	SHG	*	0	CNC
7H	OTZ	WLK	*	0	CNC
7H	OTZ	WTK	*	0	CNC
7H	PHO	OTZ	*	0	CNC
7H	PHO	PIZ	*	0	BE1
7H	PIZ	BRW	*	0	CNC BE1
7H	PIZ	PHO	*	0	BE1
7H	PQS	BET	*	0	CNA
7H	PQS	MOU	*	0	CNA
7H	RBY	FAI	*	0	CNC
7H	RBY	GAL	*	0	CNC
7H	RDV	SLQ	*	0	CNA
7H	RSH	ANI	*	0	CNA
7H	RSH	BET	*	0	CNA
7H	RSH	KLG	*	0	CNA
7H	SCC	BTI	*	0	BE1
7H	SCC	FAI		0	DH8
7H	SCC	NUI	*	0	BE1
7H	SCM	BET	*	0	CNA
7H	SHG	OBU	*	0	CNC
7H	SHH	OME	*	0	PAG
7H	SHH	WAA	*	0	CNT
7H	SHX	ANI	*	0	CNC
7H	SHX	KGX	*	0	CNC
7H	SKK	KKA	*	0	PAG CNC
7H	SKK	OME	*	0	PAG
7H	SKK	UNK	*	0	CNC
7H	SLQ	ANI	*	0	CNA
7H	SLQ	SRV	*	0	CNA
7H	SMK	UNK	*	0	CNC
7H	SMK	WBB	*	0	CNA CNC
7H	SRV	ANI	*	0	CNA
7H	SVA	GAM	*	0	BE1
7H	SVA	OME	*	0	BE1
7H	SXP	AUK	*	0	CNA
7H	SXP	KSM	*	0	CNA
7H	TLA	KTS	*	0	PAG
7H	TLA	OME	*	0	PAG
7H	TLT	AKI	*	0	CNA
7H	TLT	BET	*	0	CNA
7H	TNK	WWT	*	0	CNC CNA
7H	TOG	KWN	*	0	CNA
7H	UNK	ANC		0	DH8
7H	UNK	SKK	*	0	CNC
7H	UNK	SMK	*	0	CNA CNC
7H	VAK	HPB	*	0	CNA
7H	VAK	SCM	*	0	CNA
7H	VDZ	ANC		0	DH8 BE1
7H	WAA	KTS	*	0	PAG
7H	WAA	OME	*	0	PAG CNT
7H	WBB	KOT	*	0	CNC
7H	WBB	OME	*	0	CNC
7H	WBB	SMK	*	0	CNC
7H	WBB	UNK	*	0	CNA
7H	WLK	OTZ	*	0	CNC
7H	WMO	GLV	*	0	PAG
7H	WMO	OME	*	0	PAG
7H	WTK	KVL	*	0	CNC
7H	WTL	BET	*	0	CNA
7H	WWT	BET	*	0	CNA CNC
7I	AUA	CCS		0	M83
7I	AUA	CUR		0	M83 F50
7I	AUA	LRM		0	M83
7I	AUA	MIA		0	M83
7I	AUA	VLN		0	M83
7I	BON	AUA		0	M83
7I	BON	CUR		0	F50 M83
7I	BRM	CUR		0	M83 F50
7I	CCS	AUA		0	M83
7I	CCS	CUR		0	M83 F50
7I	CLT	CUR		0	M83
7I	CUR	AUA		0	M83 F50
7I	CUR	BON		0	F50 M83
7I	CUR	BRM		0	M83 F50
7I	CUR	CCS		0	M83 F50
7I	CUR	CLT		0	M83
7I	CUR	KIN		0	F50
7I	CUR	LSP		0	F50
7I	CUR	MAR		0	M83
7I	CUR	MDE		0	M83
7I	CUR	MIA		0	M83
7I	CUR	PBM		0	M83
7I	CUR	POS		0	733
7I	CUR	SDQ		0	M83
7I	CUR	SXM		0	M83
7I	CUR	VLN		0	M83
7I	KIN	CUR		0	F50
7I	LRM	AUA		0	M83
7I	LSP	CUR		0	F50
7I	MAR	CUR		0	M83
7I	MDE	CUR		0	M83
7I	MIA	AUA		0	M83
7I	MIA	CUR		0	M83
7I	PAP	SXM		0	M83
7I	PBM	CUR		0	M83
7I	PBM	POS		0	733
7I	POS	CUR		0	733
7I	POS	PBM		0	733
7I	SDQ	CUR		0	M83
7I	SDQ	SXM		0	M83
7I	SXM	CUR		0	M83
7I	SXM	PAP		0	M83
7I	SXM	SDQ		0	M83
7I	VLN	AUA		0	M83
7I	VLN	CUR		0	M83
7J	AER	DYU		0	735
7J	ALA	DYU		0	MA6
7J	DEL	DYU		0	735
7J	DME	DYU		0	752
7J	DME	LBD		0	735
7J	DYU	AER		0	735
7J	DYU	ALA		0	MA6
7J	DYU	DEL		0	735
7J	DYU	DME		0	752
7J	DYU	FRU		0	MA6
7J	DYU	IKA		0	735
7J	DYU	IST		0	735
7J	DYU	LED		0	735
7J	DYU	OVB		0	735
7J	DYU	SGC		0	735
7J	DYU	SHJ		0	735
7J	DYU	SVX		0	735
7J	DYU	URC		0	752
7J	FRU	DYU		0	MA6
7J	IKA	DYU		0	735
7J	IST	DYU		0	735
7J	LBD	DME		0	733
7J	LBD	LED		0	733
7J	LBD	OVB		0	733
7J	LBD	SGC		0	733
7J	LED	DYU		0	735
7J	LED	LBD		0	735
7J	OVB	DYU		0	735
7J	OVB	LBD		0	735
7J	SGC	DYU		0	735
7J	SGC	LBD		0	735
7J	SHJ	DYU		0	735
7J	SVX	DYU		0	735
7J	URC	DYU		0	752
7M	CUN	CZM		0	D28 CNA
7M	CUN	MID		0	D28
7M	CZM	CUN		0	CNA D28
7M	MID	CUN		0	D28
7M	MID	VSA		0	D28
7M	VER	VSA		0	D28
7M	VSA	MID		0	D28
7M	VSA	VER		0	D28
7P	ACU	PAC		0	DHT
7P	BFQ	JQE		0	DHT
7P	BOC	PAC		0	F50
7P	CHX	BOC		0	F50
7P	DAV	PAC		0	100 F50
7P	DAV	SJO		0	F50
7P	GHE	PAC		0	BNI
7P	JQE	PAC		0	DHT
7P	MPP	PAC		0	DHT
7P	OGM	MPP		0	DHT
7P	OTD	SIC		0	DHT
7P	PAC	BFQ		0	DHT
7P	PAC	BOC		0	F50
7P	PAC	CHX		0	F50
7P	PAC	DAV		0	100 F50
7P	PAC	OGM		0	DHT
7P	PAC	OTD		0	DHT
7P	PAC	PUE		0	DHT
7P	PAC	PVE		0	DHT
7P	PAC	PYC		0	DHT
7P	PAC	SAX		0	BNI
7P	PUE	PAC		0	DHT
7P	PVE	CZJ		0	DHT
7P	PYC	ACU		0	DHT
7P	SAX	GHE		0	BNI
7P	SIC	PAC		0	DHT
7P	SJO	DAV		0	F50
7R	AKX	DME		0	CR2
7R	CSY	DME		0	CR2
7R	CSY	LED		0	CR2
7R	DME	AKX		0	CR2
7R	DME	CSY		0	CR2
7R	DME	EGO		0	CR2
7R	DME	ESL		0	CR2
7R	DME	GRV		0	CR2
7R	DME	IJK		0	CR2
7R	DME	MCX		0	CR2
7R	DME	PES		0	CR2
7R	DME	PEZ		0	CR2
7R	DME	SKX		0	CR2
7R	DME	ULV		0	CR2
7R	DME	VKT		0	CR2
7R	DME	VOZ		0	CR2
7R	EGO	DME		0	CR2
7R	EGO	KUF		0	CR2
7R	EGO	ROV		0	CR2
7R	ESL	DME		0	CR2
7R	EVN	VOG		0	CR2
7R	GRV	DME		0	CR2
7R	IAR	LED		0	CR2
7R	IJK	DME		0	CR2
7R	KRO	SVX		0	EM2
7R	KRR	VOG		0	CR2
7R	KRR	VOZ		0	CR2
7R	KUF	EGO		0	CR2
7R	KUF	SVX		0	CR2
7R	KVX	LED		0	CR2
7R	LED	CSY		0	CR2
7R	LED	IAR		0	CR2
7R	LED	KVX		0	CR2
7R	LED	MCX		0	CR2
7R	LED	SKX		0	CR2
7R	LED	VOG		0	CR2
7R	LED	VOZ		0	CR2
7R	MCX	DME		0	CR2
7R	MCX	LED		0	CR2
7R	MQF	SVX		0	EM2
7R	MRV	SAW		0	CR2
7R	NUX	SVX		0	CR2
7R	OVB	SVX		0	CR2
7R	PES	DME		0	CR2
7R	PEZ	DME		0	CR2
7R	ROV	EGO		0	CR2
7R	ROV	VOG		0	CR2
7R	SAW	MRV		0	CR2
7R	SCW	SVX		0	CR2
7R	SKX	DME		0	CR2
7R	SKX	LED		0	CR2
7R	SVX	KRO		0	EM2
7R	SVX	KUF		0	CR2
7R	SVX	MQF		0	EM2
7R	SVX	NUX		0	CR2
7R	SVX	OVB		0	CR2
7R	SVX	SCW		0	CR2
7R	SVX	UFA		0	EM2
7R	SVX	ULV		0	CR2
7R	SVX	URJ		0	EM2
7R	UFA	SVX		0	EM2
7R	ULV	DME		0	CR2
7R	ULV	SVX		0	CR2
7R	URJ	SVX		0	EM2
7R	VKT	DME		0	CR2
7R	VOG	EVN		0	CR2
7R	VOG	KRR		0	CR2
7R	VOG	LED		0	CR2
7R	VOG	ROV		0	CR2
7R	VOZ	DME		0	CR2
7R	VOZ	KRR		0	CR2
7R	VOZ	LED		0	CR2
7S	ANI	HCR		0	CNA
7S	ANI	KLG		0	 CNA
7S	ANV	KGX		0	 CNA
7S	HCR	ANV		0	CNA
7S	KGX	SHX		0	 CNA
7S	KLG	RSH		0	 CNA
7S	RSH	ANI		0	
7S	SHX	ANI		0	
8B	BKK	CKG		0	763
8B	BKK	HKT		0	763
8B	BKK	ICN		0	763
8B	CKG	BKK		0	763
8B	CKG	HKT		0	763
8B	CNX	ICN		0	763
8B	HKT	BKK		0	763
8B	HKT	CKG		0	763
8B	HKT	ICN		0	763
8B	ICN	BKK		0	763
8B	ICN	CNX		0	763
8B	ICN	HKT		0	763
8D	ADQ	AKK		0	CNA
8D	ADQ	KOZ		0	CNA
8D	ADQ	OLH		0	CNA
8D	ADQ	ORI		0	CNA
8D	AKK	ADQ		0	CNA
8D	KOZ	ADQ		0	CNA
8D	OLH	ADQ		0	CNA
8D	ORI	ADQ		0	CNA
8E	ABL	OTZ		0	CNC
8E	ABL	SHG		0	CNC
8E	BKC	DRG		0	CNC
8E	BKC	OTZ		0	CNC
8E	DRG	BKC		0	CNC
8E	DRG	OTZ		0	CNC
8E	ELI	GLV		0	PA2
8E	ELI	KKA		0	CNC
8E	ELI	OME		0	CNC
8E	GAM	OME		0	BE1
8E	GAM	SVA		0	BE1
8E	GLV	ELI		0	CNC
8E	GLV	WMO		0	PA2
8E	IAN	ORV		0	CNC
8E	IAN	OTZ		0	CNC
8E	KKA	OME		0	CNC
8E	KKA	SKK		0	CNC
8E	KTS	OME		0	CNC
8E	KTS	WAA		0	CNC
8E	KVL	OTZ		0	CNC
8E	KVL	PHO		0	CNC
8E	LUR	OTZ		0	CNC
8E	OBU	ABL		0	CNC
8E	OBU	OTZ		0	CNC
8E	OME	ELI		0	PA2
8E	OME	GAM		0	BE1
8E	OME	KKA		0	CNC
8E	OME	OTZ		0	PA2
8E	OME	SHH		0	BE1
8E	OME	SVA		0	BE1
8E	OME	TLA		0	CNC
8E	OME	TNC		0	CNC
8E	OME	UNK		0	PA2
8E	OME	WBB		0	BE1
8E	OME	WMO		0	CNC
8E	ORV	IAN		0	CNC
8E	ORV	OTZ		0	CNC
8E	OTZ	ABL		0	CNC
8E	OTZ	BKC		0	CNC
8E	OTZ	DRG		0	CNC
8E	OTZ	IAN		0	CNC
8E	OTZ	KVL		0	CNC
8E	OTZ	OME		0	PA2
8E	OTZ	ORV		0	CNC
8E	OTZ	PHO		0	CNC
8E	OTZ	SHG		0	CNC
8E	OTZ	WLK		0	CNC
8E	OTZ	WTK		0	CNC
8E	PHO	LUR		0	CNC
8E	PHO	OTZ		0	CNC
8E	SHG	OBU		0	CNC
8E	SHH	OME		0	BE1 CNC
8E	SKK	KKA		0	CNC
8E	SKK	OME		0	CNC
8E	SKK	UNK		0	CNC
8E	SMK	UNK		0	BE1
8E	SMK	WBB		0	CNC PA2
8E	SVA	GAM		0	BE1
8E	SVA	OME		0	BE1
8E	TLA	KTS		0	CNC
8E	TNC	WAA		0	CNC
8E	UNK	OME		0	BE1
8E	UNK	SKK		0	CNC
8E	UNK	SMK		0	CNC PA2
8E	WAA	OME		0	CNC
8E	WAA	SHH		0	CNC
8E	WBB	OME		0	PA2
8E	WBB	SMK		0	BE1
8E	WBB	UNK		0	CNC
8E	WLK	OTZ		0	CNC
8E	WMO	GLV		0	CNC
8E	WMO	OME		0	PA2
8E	WTK	KVL		0	CNC
8E	WTK	OTZ		0	CNC
8I	AUA	CCS		0	M82
8I	AUA	MIA		0	M82
8I	AUA	VLN		0	M82
8I	CCS	AUA		0	M82
8I	MIA	AUA		0	M82
8I	VLN	AUA		0	M82
8L	BAV	XIY		0	738
8L	CGO	KMG		0	320 738 737
8L	CGO	LJG		0	319 321
8L	CKG	KMG		0	738
8L	CKG	LJG		0	321
8L	CKG	XUZ		0	738
8L	CSX	FOC		0	738
8L	CSX	KMG		0	738
8L	CSX	LJG		0	321 319
8L	CSX	NKG		0	321
8L	CTU	JZH		0	737
8L	CTU	KMG		0	321 737
8L	CTU	TCZ		0	737
8L	CTU	TSN		0	737
8L	DIG	KMG		0	737
8L	DLC	TSN		0	737
8L	DLC	WUH		0	737
8L	DLU	JHG		0	737
8L	DLU	KMG		0	737
8L	FOC	CSX		0	738
8L	FOC	NNG		0	738
8L	HAK	KMG		0	738
8L	HET	TYN		0	321
8L	HFE	KMG		0	738
8L	HFE	LJG		0	319
8L	HFE	PVG		0	319
8L	HGH	KMG		0	737
8L	HGH	KOW		0	321
8L	JHG	DLU		0	737
8L	JHG	KMG		0	737
8L	JHG	LJG		0	737
8L	JZH	CTU		0	737
8L	KMG	CGO		0	320 738 737
8L	KMG	CKG		0	738
8L	KMG	CSX		0	738
8L	KMG	CTU		0	321 737
8L	KMG	DIG		0	737
8L	KMG	DLU		0	737
8L	KMG	HAK		0	738
8L	KMG	HFE		0	738
8L	KMG	HGH		0	737
8L	KMG	JHG		0	737
8L	KMG	KOW		0	321
8L	KMG	KWE		0	737 321
8L	KMG	KWL		0	738
8L	KMG	LHW		0	737
8L	KMG	LJG		0	319 321
8L	KMG	LUM		0	737
8L	KMG	NNG		0	738
8L	KMG	PEK		0	738 737 321
8L	KMG	PVG		0	738
8L	KMG	SYM		0	737
8L	KMG	SYX		0	321 737
8L	KMG	TCZ		0	737
8L	KMG	TNA		0	738
8L	KMG	TYN		0	321
8L	KMG	WUH		0	738 737 321
8L	KMG	XIY		0	738
8L	KMG	XNN		0	738
8L	KMG	YIC		0	738
8L	KMG	YIH		0	738
8L	KOW	HGH		0	321
8L	KOW	KMG		0	321
8L	KWE	KMG		0	737 321
8L	KWE	LJG		0	319
8L	KWE	NKG		0	737
8L	KWE	SIN		0	321
8L	KWE	XUZ		0	319
8L	KWL	KMG		0	738
8L	KWL	XMN		0	738
8L	LHW	KMG		0	737
8L	LHW	URC		0	737
8L	LJG	CGO		0	319 321
8L	LJG	CKG		0	321
8L	LJG	CSX		0	321 319
8L	LJG	HFE		0	319
8L	LJG	JHG		0	737
8L	LJG	KMG		0	321 319
8L	LJG	KWE		0	319
8L	LJG	NGB		0	319
8L	LJG	NKG		0	319
8L	LJG	SZX		0	321
8L	LJG	TYN		0	319
8L	LJG	WUH		0	321
8L	LJG	XIY		0	321
8L	LUM	KMG		0	737
8L	LUM	PEK		0	737
8L	NGB	LJG		0	319
8L	NGB	YIH		0	738
8L	NKG	CSX		0	321
8L	NKG	KWE		0	737
8L	NKG	LJG		0	319
8L	NNG	FOC		0	738
8L	NNG	KMG		0	738
8L	PEK	KMG		0	738 737
8L	PEK	LUM		0	737
8L	PVG	HFE		0	319
8L	PVG	KMG		0	738
8L	SHA	YIC		0	738
8L	SIN	KWE		0	321
8L	SYM	KMG		0	737
8L	SYX	KMG		0	738 737
8L	SZX	LJG		0	321
8L	TAO	WUH		0	320
8L	TCZ	CTU		0	737
8L	TCZ	KMG		0	737
8L	TNA	KMG		0	738
8L	TSN	CTU		0	737
8L	TSN	DLC		0	737
8L	TYN	HET		0	321
8L	TYN	KMG		0	321
8L	TYN	LJG		0	319
8L	URC	LHW		0	737
8L	URC	XNN		0	738
8L	WUH	DLC		0	737
8L	WUH	KMG		0	738 737 320
8L	WUH	LJG		0	321
8L	WUH	TAO		0	321
8L	XIY	BAV		0	738
8L	XIY	KMG		0	738
8L	XIY	LJG		0	321
8L	XMN	KWL		0	738
8L	XNN	KMG		0	738
8L	XNN	URC		0	738
8L	XUZ	CKG		0	738
8L	XUZ	KWE		0	319
8L	YIC	KMG		0	738
8L	YIC	SHA		0	738
8L	YIH	KMG		0	738
8L	YIH	NGB		0	738
8M	BKK	RGN		0	320
8M	CAN	RGN		0	320
8M	ICN	RGN		0	737 767
8M	KUL	RGN		0	320
8M	PNH	RGN		0	319
8M	RGN	BKK		0	320
8M	RGN	CAN		0	320
8M	RGN	ICN		0	737 767
8M	RGN	KUL		0	320
8M	RGN	PNH		0	319
8M	RGN	SIN		0	320
8M	SIN	RGN		0	320
8P	QBC	YAA		0	BE1
8P	QBC	YVR		0	BE1
8P	QBC	YVR		1	BE1
8P	YAA	YVR		0	BE1
8P	YBL	YQQ		0	SF3 BE1
8P	YBL	YVR		0	BE1
8P	YBL	ZEL		0	BE1
8P	YKT	ZEL		0	DHP
8P	YLW	YXC		0	BE1
8P	YPW	YVR		0	BE1 SF3
8P	YQQ	YBL		0	BE1 SF3
8P	YQQ	YVR		0	SF3 BE1
8P	YVR	QBC		0	BE1
8P	YVR	YBL		0	BE1
8P	YVR	YPW		0	BE1 SF3
8P	YVR	YQQ		0	BE1 SF3
8P	YVR	YWL		0	BE1
8P	YVR	YXC		0	BE1
8P	YVR	YYJ		0	BE1
8P	YVR	YZT		0	SF3 BE1
8P	YVR	YZZ		0	SF3 BE1
8P	YVR	ZMT		0	SF3
8P	YWL	YVR		0	BE1
8P	YXC	YLW		0	BE1
8P	YXC	YVR		0	BE1
8P	YYJ	YVR		0	BE1
8P	YZT	YVR		0	SF3 BE1
8P	YZT	ZEL		0	SF3
8P	YZZ	YVR		0	SF3 BE1
8P	ZEL	YBL		0	BE1
8P	ZEL	YKT		0	DHP
8P	ZEL	YZT		0	SF3
8P	ZMT	YVR		0	SF3
8Q	ADA	IST		0	320
8Q	ADB	IST		0	320
8Q	AYT	IST		0	320
8Q	AYT	KZN		0	321
8Q	AYT	SVO		0	321
8Q	BJV	IST		0	320
8Q	CDG	IST		0	320
8Q	DIY	IST		0	320
8Q	DLM	IST		0	320
8Q	ECN	IST		0	320
8Q	ERZ	IST		0	320
8Q	EZS	IST		0	320
8Q	GNY	IST		0	320
8Q	GZP	IST		0	320
8Q	GZT	IST		0	320
8Q	IST	ADA		0	320
8Q	IST	ADB		0	320
8Q	IST	AYT		0	320
8Q	IST	BJV		0	320
8Q	IST	CDG		0	320
8Q	IST	DIY		0	320
8Q	IST	DLM		0	320
8Q	IST	ECN		0	320
8Q	IST	ERZ		0	320
8Q	IST	EZS		0	320
8Q	IST	GNY		0	320
8Q	IST	GZP		0	320
8Q	IST	GZT		0	320
8Q	IST	MLX		0	320
8Q	IST	ODS		0	320
8Q	IST	TZX		0	320
8Q	KZN	AYT		0	321
8Q	MLX	IST		0	320
8Q	ODS	IST		0	320
8Q	SVO	AYT		0	321
8Q	TZX	IST		0	320
8R	AEP	MDQ		0	SF3
8R	AEP	PRA		0	SF3
8R	AEP	ROS		0	SF3
8R	AEP	SFN		0	SF3
8R	BHI	MDQ		0	SF3
8R	BHI	REL		0	SF3
8R	BRC	CRD		0	SF3
8R	BRC	EQS		0	SF3
8R	COR	MDZ		0	SF3
8R	COR	ROS		0	SF3
8R	CRD	NQN		0	SF3
8R	CRD	REL		0	SF3
8R	CRD	RGL		0	SF3
8R	EQS	BRC		0	SF3
8R	EQS	CRD		0	SF3
8R	MDQ	AEP		0	SF3
8R	MDQ	BHI		0	SF3
8R	MDZ	COR		0	SF3
8R	MDZ	NQN		0	SF3
8R	NQN	CRD		0	SF3
8R	NQN	MDZ		0	SF3
8R	PDP	ROS		0	SF3
8R	PRA	AEP		0	SF3
8R	REL	BHI		0	SF3
8R	REL	BRC		0	SF3
8R	REL	CRD		0	SF3
8R	REL	EQS		0	SF3
8R	RGA	RGL		0	SF3
8R	RGL	CRD		0	SF3
8R	RGL	RGA		0	SF3
8R	RGL	USH		0	SF3
8R	ROS	AEP		0	SF3
8R	ROS	COR		0	SF3
8R	ROS	PDP		0	SF3
8R	SFN	AEP		0	SF3
8T	YFJ	YZF		0	DHT
8T	YFS	YZF		0	DHT
8T	YLE	YZF		0	DHT
8T	YRA	YZF		0	DHT
8T	YSG	YZF		0	DHT
8T	YZF	YFJ		0	DHT
8T	YZF	YFS		0	DHT
8T	YZF	YLE		0	DHT
8T	YZF	YRA		0	DHT
8T	YZF	YSG		0	DHT
8U	AKF	BEN		0	320
8U	AMM	BEN		0	320
8U	AMM	TIP		0	332 320
8U	BEN	AKF		0	320
8U	BEN	AMM		0	320
8U	BEN	CAI		0	320
8U	BEN	CMN		0	320
8U	BEN	IST		0	320
8U	BEN	JED		0	320
8U	BEN	MRA		0	320
8U	BEN	TIP		0	320 319 332
8U	BEN	TUN		0	319 320
8U	CAI	BEN		0	320
8U	CAI	TIP		0	320 332
8U	CMN	BEN		0	320
8U	CMN	TIP		0	320 319 332
8U	DXB	TIP		0	332
8U	FCO	TIP		0	320
8U	HBE	TIP		0	320 319
8U	IST	BEN		0	320
8U	IST	MRA		0	320
8U	IST	TIP		0	332 319
8U	JED	BEN		0	320
8U	JED	TIP		0	332
8U	MRA	BEN		0	320
8U	MRA	IST		0	320
8U	MRA	SFA		0	320 319
8U	MRA	TUN		0	319 320
8U	SFA	MRA		0	319
8U	SFA	TIP		0	320 319
8U	TIP	AMM		0	332 320
8U	TIP	BEN		0	320 319 332
8U	TIP	CAI		0	320 332
8U	TIP	CMN		0	320 319 332
8U	TIP	FCO		0	320
8U	TIP	HBE		0	320 319
8U	TIP	IST		0	332 319
8U	TIP	JED		0	332
8U	TIP	SFA		0	320 319
8U	TIP	TOB		0	320
8U	TIP	TUN		0	319 320
8U	TUN	BEN		0	319 320
8U	TUN	MRA		0	319 320
8U	TUN	TIP		0	319 320
8V	AET	BTT		0	CNC
8V	AET	FAI		0	CNC
8V	AET	HUS		0	CNC
8V	AKP	BTT		0	CNC
8V	AKP	FAI		0	PAG
8V	ARC	VEE		0	CNC
8V	BTT	AET		0	CNC
8V	BTT	AKP		0	CNC
8V	BTT	FAI		0	CNC
8V	FAI	AET		0	CNC
8V	FAI	AKP		0	PAG
8V	FAI	BTT		0	CNC
8V	FAI	FYU		0	CNC
8V	FAI	GAL		0	CNC
